Marca temporal,How much money have you used in-game?,SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ",Have you saved SQ/tickets for any servant in any X time?,What do you think about the state of the NA server?,What do you think about the NA pace compared to others servers?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Do you think Aniplex and DW care about the F2P NA player and fanbase?,Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none just skip the question),"Only if you do want to answer, are you female or male?","As last question, did you start with an SQ account, or rerolling to get a determined FIVE star servant? (reroll for 4* does not counts)",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ",Have you saved SQ/tickets for any servant in any X time?,What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none just skip the question),"Only if you do want to answer, are you female or male?","As last question, did you start with an SQ account, or rerolling to get a determined FIVE star servant? (reroll for 4* does not counts)",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ",Have you saved SQ/tickets for any servant in any X time?,What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none just skip the question),"Only if you do want to answer, are you female or male?","As last question, did you start with an SQ account, or rerolling to get a determined FIVE star servant? (reroll for 4* does not counts)",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ",Have you saved SQ/tickets for any servant in any X time?,What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none just skip the question),"Only if you do want to answer, are you female or male?","As last question, did you start with an SQ account, or rerolling to get a determined FIVE star servant? (reroll for 4* does not counts)",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ",Have you saved SQ/tickets for any servant in any X time?,What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none just skip the question),"Only if you do want to answer, are you female or male?","As last question, did you start with an SQ account, or rerolling to get a determined FIVE star servant? (reroll for 4* does not counts)",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ",Have you used more SQ than expected for one servant?,What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none just skip the question),"Only if you do want to answer, are you female or male?","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>500USD & <1000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>1001USD & <2000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>2001USD & <3000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>3001USD & <4000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>4001USD & <5000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>5000USD]","As last question, did you start with an SQ account, or rerolling to get a determined FIVE star servant? (reroll for 4* does not counts)"
16/02/2019 22:07:41,F2P,"Altera, Mordred","Gilgamesh, Orion",,Francis Drake,,King Hassan,Vlad III,,,No,Between 12 and 15 months,9,Yes,"Not good not bad, DW and Aniplex could do better management of the NA server","Good, the content is released at a good pace",NP Skip,Maybe,Assassin Shiki,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:08:09,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred, Miyamoto Musashi",Ishtar,Enkidu,Ozymandias,"Tamamo-no-mae, Leonardo Da Vinci, Illyasviel von Einzbern",Jack the Ripper,"Florence Nightingale, Mysterious Heroine X (Alter)",Jeanne D'arc,Jeanne D'arc [Alter],No,Between 12 and 15 months,15,No,"Slow, the content should be released faster to catch up CN/JP","Not good not bad, DW and Aniplex could do better management of the NA server",None,Jeanna D’arc,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:08:11,F2P,Artoria Pendragon,,,,,,Mysterious Heroine X (Alter),,,Yes,Between 6 and 12 months,2,Yes,"Not good not bad, DW and Aniplex could do better management of the NA server","Good, the content is released at a good pace",NP Skip,Maybe,Artoria,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:08:21,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Mordred, Nero Claudius [Bride]",Nikola Tesla,,,Illyasviel von Einzbern,,Minamoto no Raikō,,,No,Between 12 and 15 months,8,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Both,Illya,Gilles,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:08:22,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred",Ishtar,Scathach,"Francis Drake, Queen Medb","Zhuge Liang [El-Melloi II], Merlin",King Hassan,Florence Nightingale,Jeanne D'arc,Jeanne D'arc [Alter],Yes,Between 12 and 15 months,12,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",None,Scathach,,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:08:42,F2P,Ryougi Shiki,,,,Zhuge Liang [El-Melloi II],,,,,No,More than 15 months,2,Yes,"Good, DW and Aniplex are doing a good management of the NA server","Good, the content is released at a good pace",NP Skip,Yes,Cu Alter,Nero,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:08:50,501 USD and onwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred, Nero Claudius [Bride], Miyamoto Musashi","Nikola Tesla, Artoria Pendragon [Archer], Ishtar","Scathach, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Francis Drake, Queen Medb, Quetzalcoatl","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci",Cleopatra,"Vlad III, Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],No,More than 15 months,43,Yes,"Slow, the content should be released faster to catch up CN/JP","Good, DW and Aniplex are doing a good management of the NA server",Both,Raikou ,Stheno,Male,,,Between 41 and 70,,,,No
16/02/2019 22:09:11,501 USD and onwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Mordred, Nero Claudius [Bride], Ryougi Shiki, Miyamoto Musashi","Gilgamesh, Orion, Nikola Tesla, Arjuna, Artoria Pendragon [Archer], Ishtar","Scathach, Karna, Brynhildr, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer], Enkidu","Francis Drake, Queen Medb, Iskandar, Ozymandias, Quetzalcoatl","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci, Illyasviel von Einzbern, Merlin","Jack the Ripper, MHX, Shuten Douji, Cleopatra, King Hassan","Sakata Kintoki, Vlad III, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō, Mysterious Heroine X (Alter)","Jeanne D'arc, Amakusa Shirou","Jeanne D'arc [Alter], Edmond Dantes",Yes,More than 15 months,180,Yes,"Slow, the content should be released faster to catch up CN/JP","Good, DW and Aniplex are doing a good management of the NA server",None,Musashi,,Male,,,,,,More than 70,No
16/02/2019 22:09:11,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Nero Claudius [Bride]","Gilgamesh, Artoria Pendragon [Archer]","Scathach, Karna","Francis Drake, Ozymandias","Tamamo-no-mae, Xuanzang, Merlin",Jack the Ripper,"Sakata Kintoki, Florence Nightingale, Minamoto no Raikō",,Jeanne D'arc [Alter],No,More than 15 Months,22,Yes,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Both,Mash,,Male,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:09:21,F2P,Mordred,,,Francis Drake,,,Florence Nightingale,,,No,Between 3 and 6 months,2,Yes,"Good, DW and Aniplex are doing a good management of the NA server","Good, the content is released at a good pace",Both,Maybe,Francis Drake,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:09:23,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,Mordred,Gilgamesh,Tamamo no Mae [Lancer],Iskandar,Merlin,"Jack the Ripper, MHX, King Hassan","Cu Chulainn [Alter], Mysterious Heroine X (Alter)",Jeanne D'arc,,No,More than 15 months,13,Yes,"Good, the content is released at a good pace",,NP Skip,King Hassan,Jack,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:09:34,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mordred, Miyamoto Musashi",Artoria Pendragon [Archer],"Tamamo no Mae [Lancer], Enkidu",Quetzalcoatl,Zhuge Liang [El-Melloi II],,"Vlad III, Florence Nightingale, Mysterious Heroine X (Alter)",Jeanne D'arc,Jeanne D'arc [Alter],No,More than 15 months,14,Yes,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,Serenity and Jeanne,,Male,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:09:55,F2P,Nero Claudius [Bride],Ishtar,,,,King Hassan,,,,No,Between 12 and 15 months,3,Yes,"Good, DW and Aniplex are doing a good management of the NA server","Good, the content is released at a good pace",None,Maybe,Elizabeth (caster),,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:10:13,F2P,Miyamoto Musashi,,Tamamo no Mae [Lancer],,Zhuge Liang [El-Melloi II],,Sakata Kintoki,Jeanne D'arc,,No,More than 15 months,6,Yes,"Good, DW and Aniplex are doing a good management of the NA server","Good, the content is released at a good pace",NP Skip,Yes,Miyamoto Musashi,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:10:15,F2P,,,,,,,,,,No,Between 1 and 3 months,,Yes,"Not good not bad, DW and Aniplex could do better management of the NA server","Good, the content is released at a good pace",None,Maybe,Ruler Martha,,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:10:18,F2P,Nero Claudius [Bride],,,Ozymandias,,,"Cu Chulainn [Alter], Mysterious Heroine X (Alter)",,,No,Between 3 and 6 months,4,No,"Good, DW and Aniplex are doing a good management of the NA server","Good, the content is released at a good pace",Both,Maybe,Nero (Bride),"Sieg (I know he isnt in NA, but he sucks)",Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:10:30,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,,"Arjuna, Artoria Pendragon [Archer]",,"Francis Drake, Ozymandias",,King Hassan,,Jeanne D'arc,Jeanne D'arc [Alter],No,Between 3 and 6 months,7,Yes,"Slow, the content should be released faster to catch up CN/JP","Good, DW and Aniplex are doing a good management of the NA server",Both,"Lancelot (Beserker), Ozymandias, Semiramis, Carmilla, First Hassan, Ushiwakamaru (Assassin)",Hector,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:10:32,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mordred,Artoria Pendragon [Archer],Karna,Francis Drake,Zhuge Liang [El-Melloi II],,,Jeanne D'arc,Jeanne D'arc [Alter],No,Between 6 and 12 months,7,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,Jalter,I really don't have a Servant I hate at worst I have no opinion,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:10:39,F2P,,,,,,King Hassan,,,,,Between 1 and 3 months,1,Yes,"Good, DW and Aniplex are doing a good management of the NA server","Good, the content is released at a good pace",Both,Maybe,Gramps,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:10:41,F2P,Miyamoto Musashi,,,,Merlin,,,,,No,Between 6 and 12 months,2,Yes,"Not good not bad, DW and Aniplex could do better management of the NA server","Slow, the content should be released faster to catch up CN/JP",NP Skip,Yes,Musashi,Lobo,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:10:42,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,,,,,"Zhuge Liang [El-Melloi II], Merlin",,,,,No,Between 3 and 6 months,2,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Both,CasGil,,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:10:50,F2P,,,Scathach,,Merlin,,Minamoto no Raikō,Jeanne D'arc,,No,Between 6 and 12 months,4,Yes,"Not good not bad, DW and Aniplex could do better management of the NA server","Good, the content is released at a good pace",NP Skip,No,Okita Souji,Ozymandius,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:11:03,F2P,Miyamoto Musashi,,,"Francis Drake, Ozymandias","Xuanzang, Leonardo Da Vinci, Merlin",,Mysterious Heroine X (Alter),,Jeanne D'arc [Alter],No,Between 12 and 15 months,9,Yes,"Not good not bad, DW and Aniplex could do better management of the NA server","Good, the content is released at a good pace",None,Maybe,Jeanne D'arc Alter ,Kiyohime,Male,"Yes, I did start with a SQ account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:11:16,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,Ryougi Shiki,Artoria Pendragon [Archer],,"Francis Drake, Ozymandias",,,Florence Nightingale,Jeanne D'arc,Edmond Dantes,Yes,More than 15 months,7,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,Heracles,Boudica,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:11:19,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,,Enkidu,Iskandar,,,,,,No,Between 6 and 12 months,4,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",None,CA Hassan/Altera/Banana Oni,Caster Gilles,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:11:31,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,"Gilgamesh, Orion",Artoria Pendragon [Lancer],Ozymandias,"Xuanzang, Merlin",Shuten Douji,,,Jeanne D'arc [Alter],No,Between 12 and 15 months,9,Yes,"Slow, the content should be released faster to catch up CN/JP","Bad, DW and Aniplex should do a better management of the NA server",NP Skip,Jeanne D'Arc Alter,Fionn Mac Cumhaill,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:11:32,F2P,Artoria Pendragon,Orion,,,,King Hassan,Sakata Kintoki,Jeanne D'arc,,Yes,More than 15 months,5,Yes,"Good, DW and Aniplex are doing a good management of the NA server","Good, the content is released at a good pace",Both,Yes,Berserker Nobu,Fionn mac Cumhaill,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:11:46,F2P,,,Enkidu,,Leonardo Da Vinci,Jack the Ripper,Sakata Kintoki,,Jeanne D'arc [Alter],,Between 12 and 15 months,,Yes,"Not good not bad, DW and Aniplex could do better management of the NA server","Slow, the content should be released faster to catch up CN/JP",Auto-Play,Maybe,,Gilles de rias(Caster),Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:11:47,F2P,"Artoria Pendragon, Ryougi Shiki",,,,Zhuge Liang [El-Melloi II],,Mysterious Heroine X (Alter),,Jeanne D'arc [Alter],No,Between 12 and 15 months,5,Yes,"Not good not bad, DW and Aniplex could do better management of the NA server","Good, the content is released at a good pace",None,Maybe,Mysterious Heroine X (Alter),,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:12:15,F2P,,,,,,MHX,,,,No,Between 3 and 6 months,1,No,"Good, DW and Aniplex are doing a good management of the NA server","Good, the content is released at a good pace",Both,Maybe,Kuro (Chloe von Einzbern),Gilles,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:12:27,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Nero Claudius [Bride]",Arjuna,Karna,"Francis Drake, Iskandar",Illyasviel von Einzbern,Jack the Ripper,Cu Chulainn [Alter],,Jeanne D'arc [Alter],No,More than 15 months,12,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:12:36,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Miyamoto Musashi","Orion, Ishtar",Artoria Pendragon [Lancer],Ozymandias,"Zhuge Liang [El-Melloi II], Illyasviel von Einzbern",MHX,"Sakata Kintoki, Vlad III, Cu Chulainn [Alter], Minamoto no Raikō",,Edmond Dantes,Yes,More than 15 months,17,No,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",None,Okita Souji,Okita Souji,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:12:38,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Okita Souji, Mordred","Orion, Ishtar","Scathach, Karna","Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Xuanzang","Jack the Ripper, MHX",Mysterious Heroine X (Alter),Jeanne D'arc,,No,More than 15 months,17,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,Ishtar,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:12:42,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,"Altera, Nero Claudius [Bride]",,Tamamo no Mae [Lancer],"Francis Drake, Quetzalcoatl","Tamamo-no-mae, Xuanzang","Jack the Ripper, Cleopatra",Cu Chulainn [Alter],,Edmond Dantes,Yes,Between 6 and 12 months,11,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Both,Mama Raiko,thotb,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:12:45,F2P,"Altera, Nero Claudius [Bride]",Ishtar,,Francis Drake,"Zhuge Liang [El-Melloi II], Xuanzang, Leonardo Da Vinci, Merlin",King Hassan,"Sakata Kintoki, Vlad III",Jeanne D'arc,Jeanne D'arc [Alter],Yes,More than 15 months,13,Yes,"Not good not bad, DW and Aniplex could do better management of the NA server","Good, the content is released at a good pace",None,Maybe,Jalter,No one,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:12:47,301USD and onwards but less than 501 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Nero Claudius [Bride]","Orion, Artoria Pendragon [Archer]",Karna,Francis Drake,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang",,"Vlad III, Florence Nightingale, Mysterious Heroine X (Alter)",Jeanne D'arc,Jeanne D'arc [Alter],No,More than 15 months,16,Yes,"Slow, the content should be released faster to catch up CN/JP","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,Fran,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:12:50,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mordred,"Gilgamesh, Orion, Nikola Tesla",Karna,Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Merlin",King Hassan,"Sakata Kintoki, Vlad III, Florence Nightingale",Amakusa Shirou,Jeanne D'arc [Alter],No,More than 15 Months,20,Yes,"Slow, the content should be released faster to catch up CN/JP","Not good not bad, DW and Aniplex could do better management of the NA server",None,A TRUE HERO WILL KILL YOU WITH HIS EYES,The inferior archer brother ,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:12:56,Paid Gacha Only,,,,,,,,,,No,Less than 1 month,0,Yes,"Bad, DW and Aniplex should do a better management of the NA server","Slow, the content should be released faster to catch up CN/JP",None,No,,,Other,"Yes, I did start with a SQ account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019 22:12:57,F2P,,,Artoria Pendragon [Lancer],,Leonardo Da Vinci,Jack the Ripper,,,,Yes,Between 6 and 12 months,5,Yes,"Not good not bad, DW and Aniplex could do better management of the NA server","Good, the content is released at a good pace",None,Maybe,Cu Chulainn,Boudica,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
